drug_id,name,atc_codes,target_genes,enzyme_genes,transporter_genes,all_genes,num_targets,num_enzymes,num_transporters,num_total_genes
DB00142,Glutamic Acid,['A09AB01'],"['GRM1', 'GRM4', 'GRIK4', 'GRIK5', 'GRM7', 'GRM8', 'SLC1A7', 'OPLAH', 'PFAS', 'BCAT2', 'GRIN2D', 'GRID2', 'GRIN3B', 'GATB', 'GLS', 'GOT2', 'EPRS', 'ASNS', 'GLUL', 'GOT1', 'TAT', 'GPT', 'GGCX', 'SLC1A3', 'SLC1A2', 'SLC1A1', 'GCLC', 'SLC1A6', 'GLUD2', 'GMPS', 'BCAT1', 'ABAT', 'GRIN1', 'FPGS', 'ENPEP', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GIG18', 'EARS2', 'LGSN', 'NADSYN1', 'CCBL2', 'NAGS', 'AADAT', 'GRIN3A', 'GPT2', 'SLC25A18', 'SLC25A22', 'AASS', 'GLS2', 'DNPEP', 'GRID1', 'SLC7A11', 'CPQ', 'PSAT1', 'GLUD1', 'GRIK1', 'GRIA1', 'GCLM', 'FOLH1', 'GAD2', 'GAD1', 'FTCD', 'GRIA2', 'GRIA3', 'GRIA4', 'ALDH18A1', 'GRIK2', 'GRIK3']",[],"['SLC16A10', 'SLC16A1']","['GRM7', 'SLC1A6', 'GAD2', 'ASNS', 'GLUD2', 'SLC25A18', 'GRIN2B', 'NAGS', 'GRIN1', 'BCAT2', 'GRIN3A', 'GRIA3', 'TAT', 'SLC1A3', 'SLC25A22', 'GPT2', 'GATB', 'GRIK1', 'ALDH18A1', 'GLS2', 'GRIA1', 'OPLAH', 'GRM1', 'GCLM', 'GRIA4', 'CPQ', 'SLC16A1', 'GPT', 'DNPEP', 'GAD1', 'GRIK3', 'ENPEP', 'GLS', 'GRM4', 'SLC7A11', 'SLC1A7', 'GRIN2A', 'GIG18', 'EPRS', 'GOT1', 'GMPS', 'PSAT1', 'FOLH1', 'GRIA2', 'FPGS', 'CCBL2', 'GRIK2', 'SLC1A2', 'GCLC', 'BCAT1', 'GRIK4', 'GRIK5', 'SLC1A1', 'GRIN3B', 'FTCD', 'SLC16A10', 'PFAS', 'AASS', 'GOT2', 'EARS2', 'GGCX', 'NADSYN1', 'GRIN2D', 'LGSN', 'GRID1', 'ABAT', 'GLUD1', 'GRM8', 'GLUL', 'GRIN2C', 'GRID2', 'AADAT']",70,0,2,72
DB00143,Glutathione,['V03AB32'],"['MGST3', 'HPGDS', 'TXNDC12', 'GSTA1', 'GSTA2', 'MGST1', 'ESD', 'GGT1', 'GSTM2', 'GLRX', 'GPX4', 'GSTM5', 'GPX6', 'HAGH', 'GPX1', 'GPX8', 'GPX7', 'MGST2', 'GSTO2', 'GLRX2', 'GLO1', 'LTC4S', 'GSR', 'GSS', 'GSTM1', 'GSTK1', 'GSTA3', 'GSTM3', 'GSTA4', 'GSTM4', 'GSTA5', 'GSTP1', 'GSTO1', 'GPX1', 'GPX2', 'GSTT1', 'GSTZ1', 'GPX5', 'GPX3', 'AKR1B1', 'MMP9', 'CYP3A4']","['GSTA2', 'GSTA1']","['ABCC1', 'ABCC2', 'ABCC3', 'ABCC4', 'ABCC5']","['GPX6', 'GPX2', 'HAGH', 'GLO1', 'GSTP1', 'GSR', 'GSTA4', 'GLRX', 'GPX8', 'GSTM1', 'GSTM3', 'GSTT1', 'MMP9', 'ABCC1', 'GSTM2', 'GPX1', 'GSTA3', 'MGST3', 'GPX5', 'ABCC4', 'HPGDS', 'GLRX2', 'GSTM4', 'GPX7', 'MGST1', 'GPX4', 'LTC4S', 'GSTO2', 'CYP3A4', 'AKR1B1', 'GSTA5', 'TXNDC12', 'ABCC2', 'MGST2', 'GSTA1', 'GSTK1', 'GSTO1', 'GPX3', 'GSS', 'ABCC5', 'GSTA2', 'GSTM5', 'GSTZ1', 'ABCC3', 'ESD', 'GGT1']",42,2,5,46
DB00145,Glycine,['B05CX03'],"['GCAT', 'ALAS1', 'ALAS2', 'GCSH', 'GARS', 'GRIN2A', 'BAAT', 'GPR18', 'GSS', 'GRIN2C', 'GLYAT', 'SLC36A1', 'SHMT2', 'GLYATL2', 'GLYATL1', 'AGXT2', 'SLC32A1', 'PIPOX', 'SLC6A5', 'GRIN3B', 'GLDC', 'SLC6A9', 'GLRA1', 'AGXT', 'GLRB', 'SHMT1', 'GLRA3', 'GLRA2', 'GNMT', 'GATM']",[],['SLC16A10'],"['GLRA3', 'GATM', 'SHMT2', 'SLC32A1', 'GLRA2', 'AGXT2', 'GARS', 'GNMT', 'PIPOX', 'ALAS1', 'SLC6A9', 'GCAT', 'GRIN2A', 'SLC36A1', 'GLYATL2', 'SLC6A5', 'GPR18', 'GLYAT', 'GLDC', 'GSS', 'ALAS2', 'SLC16A10', 'GRIN3B', 'SHMT1', 'GLRA1', 'GCSH', 'GLYATL1', 'AGXT', 'GLRB', 'BAAT', 'GRIN2C']",30,0,1,31
DB00146,Calcifediol,['A11CC06'],['VDR'],"['CYP27B1', 'CYP24A1']",[],"['VDR', 'CYP24A1', 'CYP27B1']",1,2,0,3
DB00150,L-Tryptophan,['N06AX02'],"['WARS2', 'trpS', 'WARS']","['TDO2', 'DDC', 'trpS', 'WARS2', 'TPH1', 'TPH2', 'WARS', 'IDO1']","['SLC16A2', 'SLC16A10']","['TDO2', 'SLC16A10', 'trpS', 'TPH1', 'TPH2', 'WARS', 'WARS2', 'IDO1', 'SLC16A2', 'DDC']",3,8,2,10
DB00152,Thiamine,['A11DA01'],"['TPK1', 'SLC19A2']",['CYP4B1'],"['SLC22A2', 'SLC22A1', 'SLC22A5']","['SLC22A2', 'SLC22A5', 'TPK1', 'SLC22A1', 'SLC19A2', 'CYP4B1']",2,1,3,6
DB00153,Ergocalciferol,['A11CC01'],"['VDR', 'CACNG1', 'CACNA2D1', 'CACNA2D2', 'CACNA2D3', 'CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S', 'CACNB1', 'CACNB2', 'CACNB3', 'CACNB4', 'CACNA1B', 'CACNA1A', 'CACNA1G', 'CACNA1H', 'CACNA1I']","['CYP24A1', 'CYP27B1', 'CYP27A1', 'CYP2R1', 'CYP11A1']",[],"['CACNA1S', 'CACNA2D1', 'CACNA1D', 'CACNA1F', 'CACNA1I', 'CACNB2', 'CACNB3', 'CACNB4', 'CACNA1C', 'CACNA2D3', 'CYP27B1', 'CACNA1H', 'VDR', 'CACNA1G', 'CYP11A1', 'CYP2R1', 'CACNG1', 'CACNA1A', 'CACNA2D2', 'CYP27A1', 'CACNA1B', 'CYP24A1', 'CACNB1']",18,5,0,23
DB00158,Folic acid,"['B03AE02', 'B03BB01', 'B03AE01', 'B03BB51']","['FOLR3', 'FOLR2', 'FOLR1']","['GGH', 'MTHFR', 'DHFR']","['ABCC11', 'ABCC3', 'SLC22A6', 'ABCC4', 'ABCG2', 'SLC46A1', 'SLC25A32']","['SLC46A1', 'FOLR2', 'SLC25A32', 'MTHFR', 'FOLR1', 'ABCC4', 'ABCC11', 'ABCC3', 'FOLR3', 'GGH', 'DHFR', 'ABCG2', 'SLC22A6']",3,3,7,13
DB00162,Vitamin A,"['V04CB01', 'S01XA02', 'D10AD02', 'R01AX02', 'A11CA01']","['RDH12', 'DHRS3', 'ALDH1A3', 'RETSAT', 'RDH11', 'DHRS4', 'RDH14', 'RDH8', 'LRAT', 'RBP1', 'RDH5', 'RDH13', 'RBP3', 'ALDH1A2', 'ALDH1A1', 'RLBP1', 'APOD', 'HPGDS']","['CYP1A1', 'CYP26A1']",[],"['DHRS4', 'RDH5', 'RDH12', 'RDH11', 'RBP3', 'ALDH1A2', 'RDH14', 'CYP1A1', 'APOD', 'RBP1', 'LRAT', 'CYP26A1', 'HPGDS', 'RETSAT', 'ALDH1A1', 'ALDH1A3', 'RDH8', 'RDH13', 'RLBP1', 'DHRS3']",18,2,0,20
DB00165,Pyridoxine,"['J04AM08', 'A11HA02']",['PDXK'],['CYP1A1'],[],"['PDXK', 'CYP1A1']",1,1,0,2
DB00166,Lipoic Acid,['A16AX01'],"['LIPT1', 'LIAS', 'SLC5A6']",['POR'],[],"['LIAS', 'POR', 'LIPT1', 'SLC5A6']",3,1,0,4
DB00169,Cholecalciferol,"['M05BB09', 'M05BX53', 'M05BB07', 'M05BB08', 'A11CC55', 'M05BB05', 'A11CC05', 'M05BB03', 'M05BB04']",['VDR'],"['CYP2R1', 'CYP27A1', 'CYP2J2', 'CYP3A4', 'CYP11A1', 'CYP1A1', 'CYP2B6', 'CYP2C8', 'CYP2D6']",[],"['VDR', 'CYP2J2', 'CYP2B6', 'CYP3A4', 'CYP27A1', 'CYP11A1', 'CYP2R1', 'CYP2C8', 'CYP2D6', 'CYP1A1']",1,9,0,10
DB00170,Menadione,['B02BA02'],"['GGCX', 'VKORC1', 'VKORC1L1', 'F2', 'F7', 'F9', 'F10', 'PROC', 'PROS1', 'PROZ', 'NQO2', 'NQO1', 'BGLAP']","['XDH', 'AOX1', 'CYP2E1', 'MTHFR', 'CYP1A1', 'CYP1A2', 'CYP2A6']",[],"['F7', 'BGLAP', 'PROZ', 'XDH', 'PROC', 'CYP1A1', 'NQO2', 'MTHFR', 'AOX1', 'NQO1', 'CYP2E1', 'F10', 'VKORC1L1', 'PROS1', 'CYP2A6', 'F9', 'CYP1A2', 'GGCX', 'VKORC1', 'F2']",13,7,0,20
DB00175,Pravastatin,"['C10AA03', 'C10BA03', 'C10BX02']",['HMGCR'],[],"['SLCO1B1', 'SLCO2B1', 'ABCB1', 'SLCO1A2', 'SLC22A6', 'SLC22A8', 'ABCC2', 'SLC22A11', 'ABCG2', 'SLC22A7', 'SLC16A1', 'ABCB11', 'SLCO1B3']","['SLC22A8', 'SLC22A11', 'HMGCR', 'SLC22A7', 'ABCG2', 'SLC16A1', 'ABCC2', 'SLCO1A2', 'ABCB11', 'SLCO2B1', 'SLCO1B3', 'ABCB1', 'SLCO1B1', 'SLC22A6']",1,0,13,14
DB00176,Fluvoxamine,['N06AB08'],"['SLC6A4', 'KCNH2']","['CYP2D6', 'CYP1A2', 'CYP2E1', 'CYP1A1', 'CYP3A4', 'CYP3A5', 'CYP3A7', 'CYP2C9', 'CYP2C19', 'CYP2B6', 'CYP2C8']","['ABCB1', 'ABCB11']","['KCNH2', 'CYP2B6', 'CYP1A2', 'CYP3A4', 'CYP2C19', 'CYP2C8', 'ABCB11', 'CYP2E1', 'CYP3A7', 'CYP3A5', 'CYP2C9', 'ABCB1', 'CYP2D6', 'SLC6A4', 'CYP1A1']",2,11,2,15
DB00177,Valsartan,"['C09DX05', 'C10BX10', 'C09DA03', 'C09CA03', 'C09DX02', 'C09DX01', 'C09DB08', 'C09DB01', 'C09DX04']",['AGTR1'],['CYP2C9'],"['SLCO1B3', 'SLCO1B1', 'ABCC2']","['AGTR1', 'ABCC2', 'CYP2C9', 'SLCO1B1', 'SLCO1B3']",1,1,3,5
DB00178,Ramipril,"['C09BX03', 'C10BX04', 'C09BB07', 'C10BX06', 'C09BB05', 'C09BA05', 'C09AA05']","['ACE', 'BDKRB1']",['BCHE'],"['SLC15A1', 'SLC15A2']","['SLC15A1', 'ACE', 'BCHE', 'BDKRB1', 'SLC15A2']",2,1,2,5
DB00179,Masoprocol,['L01XX10'],"['ALOX5', 'SHBG']",['CYP2J2'],[],"['ALOX5', 'CYP2J2', 'SHBG']",2,1,0,3
DB00180,Flunisolide,"['R01AD04', 'R03BA03']",['NR3C1'],['CYP3A4'],[],"['CYP3A4', 'NR3C1']",1,1,0,2
DB00181,Baclofen,['M03BX01'],"['GABBR1', 'GABBR2']",[],[],"['GABBR1', 'GABBR2']",2,0,0,2
DB00182,Amphetamine,['N06BA01'],"['SLC18A2', 'SLC6A3', 'CARTPT', 'TAAR1', 'SLC6A2', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'ADRB1', 'ADRB2', 'ADRB3', 'DRD2', 'MAOB', 'SLC6A4', 'MAOA', 'MAOB', 'VMAT2']","['CYP2D6', 'CYP2A6']","['SLC22A3', 'SLC22A5']","['ADRA2B', 'CYP2D6', 'SLC6A4', 'ADRB1', 'ADRA2A', 'ADRA1A', 'SLC6A3', 'CARTPT', 'DRD2', 'ADRB2', 'SLC18A2', 'SLC22A5', 'SLC22A3', 'CYP2A6', 'TAAR1', 'VMAT2', 'ADRA2C', 'MAOA', 'ADRA1D', 'ADRA1B', 'MAOB', 'SLC6A2', 'ADRB3']",20,2,2,23
DB00183,Pentagastrin,['V04CG04'],['CCKBR'],['BCHE'],[],"['CCKBR', 'BCHE']",1,1,0,2
DB00184,Nicotine,['N07BA01'],"['CHRNA4', 'CHRNA7', 'CHRNB2', 'CHRNA2', 'CHRNA3', 'CHRNA5', 'CHRNA6', 'CHRNA9', 'CHRNA10', 'CHRNB3', 'CHRNB4', 'CYP19A1', 'CHAT']","['CYP2A6', 'CYP2E1', 'CYP2A13', 'CYP2B6', 'CYP1A1', 'CYP1A2', 'CYP2C19', 'CYP2C8', 'CYP2C9', 'CYP2D6', 'CYP3A4', 'MAOA', 'MAOB']","['SLC22A2', 'SLC22A1', 'SLC22A3', 'SLC22A5', 'SLC22A4']","['CYP2C19', 'CHRNA10', 'CHRNA9', 'CYP2D6', 'CYP1A1', 'CYP2C9', 'CHRNA5', 'CYP2B6', 'CHRNA3', 'SLC22A1', 'CYP19A1', 'CHRNB4', 'CYP2E1', 'CYP2A13', 'CHRNA4', 'CHRNA6', 'SLC22A2', 'SLC22A4', 'CYP3A4', 'SLC22A5', 'CHRNA2', 'SLC22A3', 'CYP2A6', 'CYP2C8', 'CHAT', 'MAOA', 'CHRNB3', 'CYP1A2', 'CHRNB2', 'MAOB', 'CHRNA7']",13,13,5,31
DB00185,Cevimeline,['N07AX03'],"['CHRM3', 'CHRM1']","['CYP2D6', 'CYP3A4', 'FMO1']",[],"['FMO1', 'CHRM1', 'CYP3A4', 'CHRM3', 'CYP2D6']",2,3,0,5
DB00186,Lorazepam,"['N05BA56', 'N05BA06']","['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ', 'TSPO']","['UGT2B15', 'CYP3A4']",[],"['GABRG2', 'GABRD', 'GABRP', 'GABRA6', 'GABRB1', 'UGT2B15', 'GABRG1', 'GABRA4', 'GABRG3', 'CYP3A4', 'GABRE', 'GABRA5', 'GABRA2', 'GABRA1', 'GABRB3', 'GABRA3', 'GABRB2', 'GABRQ', 'TSPO']",17,2,0,19
DB00187,Esmolol,['C07AB09'],['ADRB1'],['CYP2D6'],[],"['CYP2D6', 'ADRB1']",1,1,0,2
DB00188,Bortezomib,['L01XX32'],"['PSMB5', 'PSMB1']","['CYP3A4', 'CYP2C19', 'CYP2D6', 'CYP1A2', 'CYP2C9']",[],"['CYP3A4', 'CYP1A2', 'CYP2C19', 'PSMB5', 'PSMB1', 'CYP2D6', 'CYP2C9']",2,5,0,7
DB00189,Ethchlorvynol,['N05CM08'],"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']",[],[],"['GABRA1', 'GABRG1', 'GABRG2', 'GABRA4', 'GABRG3', 'GABRA3', 'GABRB2', 'GABRQ', 'GABRP', 'GABRE', 'GABRA6', 'GABRB1', 'GABRD', 'GABRA5', 'GABRA2', 'GABRB3']",16,0,0,16
DB00191,Phentermine,['A08AA01'],"['SLC6A2', 'SLC6A4', 'SLC6A3', 'MAOA', 'MAOB', 'NPY']",['CYP3A4'],[],"['MAOA', 'NPY', 'CYP3A4', 'MAOB', 'SLC6A3', 'SLC6A2', 'SLC6A4']",6,1,0,7
DB00193,Tramadol,"['N02AJ13', 'N02AJ14', 'N02AX02']","['OPRM1', 'SLC6A2', 'SLC6A4', 'HTR2C', 'OPRK1', 'OPRD1', 'GRIN3A', 'CHRNA7', 'CHRM3', 'CHRM1']","['CYP2D6', 'CYP3A4', 'CYP2B6', 'UGT1A1']",['ABCB1'],"['OPRM1', 'HTR2C', 'CYP2B6', 'ABCB1', 'CHRM1', 'CYP3A4', 'CYP2D6', 'OPRK1', 'UGT1A1', 'GRIN3A', 'CHRM3', 'SLC6A2', 'OPRD1', 'CHRNA7', 'SLC6A4']",10,4,1,15
DB00194,Vidarabine,"['J05AB03', 'S01AD06']","['TK', 'TK']",['ADA'],[],"['TK', 'ADA']",2,1,0,2
DB00195,Betaxolol,"['S01ED02', 'C07AB05', 'S01ED52']","['ADRB1', 'ADRB2']","['CYP1A2', 'CYP2D6']",[],"['CYP1A2', 'ADRB2', 'CYP2D6', 'ADRB1']",2,2,0,4
DB00196,Fluconazole,"['J01RA07', 'J02AC01', 'D01AC15']",['ERG11'],"['CYP3A4', 'CYP2C9', 'CYP2C19']",['ABCB1'],"['ERG11', 'CYP3A4', 'CYP2C19', 'ABCB1', 'CYP2C9']",1,3,1,5
DB00197,Troglitazone,['A10BG01'],"['PPARG', 'ACSL4', 'SERPINE1', 'SLC29A1', 'ESRRG', 'ESRRA', 'PPARD', 'PPARA', 'GSTP1']","['CYP3A4', 'CYP2C8', 'UGT1A1', 'CYP2C19', 'CYP19A1', 'CYP1A1', 'CYP2B6', 'CYP2C9', 'CYP3A5', 'CYP3A7', 'UGT1A3', 'UGT1A4', 'UGT1A6', 'UGT1A7', 'UGT1A8', 'UGT1A9', 'UGT1A10', 'UGT2B7', 'UGT2B15']","['ABCB11', 'SLCO1B1']","['ESRRA', 'CYP2C19', 'GSTP1', 'UGT1A3', 'UGT1A1', 'CYP2C9', 'CYP1A1', 'SLCO1B1', 'PPARA', 'CYP2B6', 'ESRRG', 'UGT1A4', 'UGT1A10', 'SERPINE1', 'CYP19A1', 'CYP3A5', 'UGT2B15', 'UGT1A7', 'UGT1A9', 'UGT1A8', 'CYP3A4', 'CYP2C8', 'ABCB11', 'PPARD', 'CYP3A7', 'UGT1A6', 'UGT2B7', 'ACSL4', 'PPARG', 'SLC29A1']",9,19,2,30
DB00198,Oseltamivir,['J05AH02'],"['NA', 'CES1', 'NEU1', 'NEU2']",[],"['ABCC4', 'SLC15A1', 'SLC22A8']","['SLC22A8', 'NA', 'SLC15A1', 'NEU1', 'ABCC4', 'NEU2', 'CES1']",4,0,3,7
DB00199,Erythromycin,"['J01FA01', 'D10AF02', 'S01AA17', 'D10AF52']","['MLNR', 'KCNH2']","['CYP3A4', 'CYP3A7', 'CYP3A5']","['SLCO1B3', 'ABCB11', 'ABCB1', 'SLCO1B1', 'ABCC2', 'SLCO1A2']","['KCNH2', 'CYP3A4', 'ABCC2', 'MLNR', 'SLCO1A2', 'ABCB11', 'CYP3A7', 'CYP3A5', 'ABCB1', 'SLCO1B1', 'SLCO1B3']",2,3,6,11
DB00200,Hydroxocobalamin,"['B03BA53', 'V03AB33', 'B03BA03']","['MTR', 'MUT', 'MTRR', 'MMAA', 'TCN1', 'AMN', 'CUBN', 'MMAB', 'MMACHC']",[],[],"['AMN', 'CUBN', 'MMAA', 'MTRR', 'MMAB', 'TCN1', 'MMACHC', 'MUT', 'MTR']",9,0,0,9
DB00201,Caffeine,"['R03DA20', 'V04CG30', 'N06BC01']","['ADORA1', 'ADORA2A', 'PDE4B', 'RYR1', 'PDE1A', 'PDE1B', 'PDE1C', 'PDE10A', 'PDE4A', 'PDE4B', 'PDE4C', 'PDE4D', 'PDE7B', 'PDE2A', 'PDE3A', 'PDE3B', 'PDE5A', 'PDE6C', 'PDE11A', 'PDE7A', 'PDE8A', 'PDE8B', 'PDE9A', 'PDE6A', 'PDE6B', 'PRKDC', 'PIK3CD', 'PIK3CA', 'PIK3CB', 'ITPR1', 'ITPR2', 'ITPR3', 'ATM']","['CYP3A5', 'CYP1A2', 'CYP3A7', 'CYP3A4', 'CYP2E1', 'CYP2C8', 'CYP2C9', 'CYP1A1', 'CYP1B1', 'CYP2D6']",['ABCB1'],"['PDE8A', 'PIK3CB', 'PDE8B', 'PDE1C', 'CYP1B1', 'PIK3CA', 'PDE2A', 'PDE7B', 'ADORA2A', 'CYP2D6', 'CYP2C9', 'CYP1A1', 'PDE6A', 'CYP2E1', 'CYP3A5', 'PDE1B', 'PDE6B', 'ITPR2', 'ABCB1', 'PDE11A', 'CYP3A4', 'PDE7A', 'PDE6C', 'PDE9A', 'PDE10A', 'CYP2C8', 'CYP3A7', 'PDE3A', 'ITPR1', 'ITPR3', 'RYR1', 'PDE4C', 'PDE4A', 'PIK3CD', 'ATM', 'CYP1A2', 'PRKDC', 'PDE1A', 'ADORA1', 'PDE4D', 'PDE4B', 'PDE5A', 'PDE3B']",33,10,1,43
DB00202,Succinylcholine,['M03AB01'],"['CHRNA10', 'CHRNA7', 'CHRM1', 'CHRM2', 'CHRM3']",['BCHE'],[],"['CHRM2', 'CHRM1', 'CHRNA10', 'BCHE', 'CHRNA7', 'CHRM3']",5,1,0,6
DB00203,Sildenafil,"['G01AE10', 'G04BE03']","['PDE5A', 'PDE6G', 'PDE6H']","['CYP3A4', 'CYP3A5', 'CYP3A7', 'CYP2C9', 'CYP2C19', 'CYP2D6', 'CYP1A1', 'CYP2E1']","['ABCC4', 'ABCC5', 'ABCC10', 'SLCO1B1', 'ABCB1']","['ABCC5', 'ABCC10', 'PDE6G', 'SLCO1B1', 'CYP3A4', 'CYP2C19', 'PDE6H', 'ABCC4', 'CYP3A7', 'CYP2E1', 'CYP3A5', 'PDE5A', 'ABCB1', 'CYP2D6', 'CYP2C9', 'CYP1A1']",3,8,5,16
DB00204,Dofetilide,['C01BD04'],"['KCNH2', 'KCNK2', 'KCNJ12']",['CYP3A4'],['SLC22A2'],"['KCNJ12', 'KCNH2', 'SLC22A2', 'CYP3A4', 'KCNK2']",3,1,1,5
DB00205,Pyrimethamine,"['P01BD01', 'P01BD51', 'P01BF04']","['DHFR', 'HEXB']",['CYP2C8'],"['SLC47A1', 'SLC47A2']","['HEXB', 'SLC47A2', 'CYP2C8', 'SLC47A1', 'DHFR']",2,1,2,5
DB00206,Reserpine,"['C02LA51', 'C02AA02', 'C02LA01', 'C02LA71', 'C02AA52']","['SLC18A2', 'SLC18A1', 'BIRC5']",['CYP3A5'],"['ABCB1', 'SLC22A1', 'ABCB11', 'ABCC2', 'SLC22A2', 'SLCO1B1', 'SLCO2B1']","['SLC22A2', 'SLCO1B1', 'SLC18A2', 'ABCC2', 'SLC22A1', 'ABCB11', 'SLCO2B1', 'CYP3A5', 'BIRC5', 'ABCB1', 'SLC18A1']",3,1,7,11
DB00207,Azithromycin,"['J01RA07', 'S01AA26', 'J01FA10']",['PADI4'],['CYP3A4'],"['ABCB1', 'ABCC2']","['CYP3A4', 'PADI4', 'ABCC2', 'ABCB1']",1,1,2,4
DB00208,Ticlopidine,['B01AC05'],['P2RY12'],"['CYP2C19', 'CYP2D6', 'CYP3A4', 'MPO', 'CYP2C9', 'CYP2C8', 'CYP1A2', 'CYP1A1', 'CYP2B6', 'CYP2E1']",[],"['CYP2B6', 'CYP3A4', 'CYP1A2', 'P2RY12', 'CYP2C19', 'MPO', 'CYP2C8', 'CYP2E1', 'CYP2D6', 'CYP2C9', 'CYP1A1']",1,10,0,11
DB00209,Trospium,"['A03DA06', 'G04BD09']",['CHRM1'],['CYP2D6'],[],"['CHRM1', 'CYP2D6']",1,1,0,2
DB00210,Adapalene,"['D10AD03', 'D10AD53']","['RARG', 'RARB', 'RXRG', 'RXRB', 'RARA', 'RXRA', 'PTGS2']",[],[],"['RXRB', 'RXRA', 'RARA', 'RXRG', 'PTGS2', 'RARB', 'RARG']",7,0,0,7
DB00211,Midodrine,['C01CA17'],"['ADRA1A', 'ADRA1B', 'ADRA1D']",['CYP2D6'],['SLC15A1'],"['SLC15A1', 'ADRA1D', 'ADRA1B', 'ADRA1A', 'CYP2D6']",3,1,1,5
DB00212,Remikiren,['C09XA01'],['REN'],[],[],['REN'],1,0,0,1
DB00213,Pantoprazole,"['A02BD11', 'A02BD04', 'A02BC02']","['ATP4A', 'DDAH1']","['CYP2C19', 'CYP3A4']","['ABCB1', 'ABCG2', 'SLC22A8']","['SLC22A8', 'CYP3A4', 'CYP2C19', 'DDAH1', 'ABCB1', 'ABCG2', 'ATP4A']",2,2,3,7
DB00214,Torasemide,"['C03CA04', 'G01AE10']","['SLC12A1', 'SLC12A2']","['CYP2C8', 'CYP2C9']",['SLCO1B1'],"['SLC12A1', 'SLCO1B1', 'CYP2C8', 'SLC12A2', 'CYP2C9']",2,2,1,5
DB00215,Citalopram,['N06AB04'],"['SLC6A4', 'HRH1']","['CYP3A4', 'CYP2C19', 'CYP2D6', 'CYP1A2']",['ABCB1'],"['HRH1', 'CYP3A4', 'CYP1A2', 'CYP2C19', 'ABCB1', 'CYP2D6', 'SLC6A4']",2,4,1,7
DB00216,Eletriptan,['N02CC06'],"['HTR1D', 'HTR1B', 'HTR1F', 'HTR1A', 'HTR1E', 'HTR2B', 'HTR7']","['CYP3A4', 'CYP2D6', 'CYP2C9', 'CYP2C19', 'PTGS1', 'CYP2A6']",['ABCB1'],"['PTGS1', 'HTR1E', 'HTR1D', 'HTR1B', 'CYP3A4', 'CYP2C19', 'HTR1A', 'HTR1F', 'CYP2A6', 'HTR7', 'HTR2B', 'ABCB1', 'CYP2D6', 'CYP2C9']",7,6,1,14
DB00217,Bethanidine,['C02CC01'],"['ADRA2A', 'ADRA2B', 'ADRA2C', 'KCNJ1', 'ADRB1', 'ADRB2', 'ADRB3']",[],[],"['ADRA2B', 'ADRB1', 'ADRB2', 'ADRB3', 'ADRA2A', 'KCNJ1', 'ADRA2C']",7,0,0,7
DB00218,Moxifloxacin,"['S01AE07', 'J01MA14']","['parC', 'gyrA', 'TOP2A']",['CYP1A2'],[],"['CYP1A2', 'TOP2A', 'gyrA', 'parC']",3,1,0,4
DB00219,Oxyphenonium,"['A03AB53', 'A03AB03']",['CHRM1'],[],[],['CHRM1'],1,0,0,1
DB00220,Nelfinavir,['J05AE04'],['HIV-1 protease'],"['CYP2B6', 'CYP2C19', 'CYP3A4', 'CYP3A7', 'CYP3A5', 'CYP2D6', 'UGT1A1', 'CYP2C9']","['ABCB1', 'SLC22A1', 'SLCO1A2', 'ABCG2', 'SLCO1B1', 'SLCO1B3', 'SLCO2B1', 'ABCB11']","['CYP2B6', 'SLCO1B1', 'CYP3A4', 'ABCG2', 'CYP2C19', 'UGT1A1', 'SLC22A1', 'SLCO1A2', 'ABCB11', 'CYP3A7', 'HIV-1 protease', 'CYP3A5', 'SLCO2B1', 'ABCB1', 'CYP2D6', 'CYP2C9', 'SLCO1B3']",1,8,8,17
DB00221,Isoetarine,"['R03CC06', 'R03AC07']","['ADRB1', 'ADRB2']",[],[],"['ADRB2', 'ADRB1']",2,0,0,2
DB00222,Glimepiride,"['A10BD04', 'A10BB12', 'A10BD06']","['KCNJ11', 'KCNJ1', 'ABCC8']",['CYP2C9'],['ABCB11'],"['KCNJ11', 'ABCB11', 'ABCC8', 'KCNJ1', 'CYP2C9']",3,1,1,5
DB00223,Diflorasone,['D07AC10'],['NR3C1'],[],[],['NR3C1'],1,0,0,1
